"LIT_Number","Site_Number","Island","Region","Year","ACB","ACT","ACD","ACF","ACE","CM","CS","CB","CF","CE","Soft.coral","Algae","CCA","Others","Abiotic","total_ccov","delta_ccov","delta_algae","lagged_total_ccov","lagged_Algae"
2,3,"Koswari","GoM",2014,3.69,1.64,3.19,0,0,11.23,1.06,2.67,1.94,4.94,0,15.18,4.68,3.08,46.7,30.36,8.61,-1.66,21.75,16.84
2,3,"Koswari","GoM",2015,2.81,3.11,0,0.61,0,16.27,1.03,2.81,4.17,0.73,0,16.72,2.81,8.46,40.47,31.54,1.18,1.54,30.36,15.18
2,3,"Koswari","GoM",2016,9.27,4.31,1.72,0.93,0.91,1.52,0.92,0,1.46,0,0.62,58.34,4.16,4.22,11.62,21.04,-10.5,41.62,31.54,16.72
2,3,"Koswari","GoM",2017,10.53,4.79,4.17,0.94,0.99,1.53,1.54,0,1.36,0,0,64.31,4.52,1.26,4.06,25.85,4.81,5.97,21.04,58.34
2,3,"Krusadai","GoM",2005,18.25,6.14,7.12,2.15,0,7.23,0,1.05,0.96,0,0,36.12,6.12,0,14.86,42.9,17.05,-28.19,25.85,64.31
2,3,"Krusadai","GoM",2007,15.36,6.14,8.25,3.14,0.35,13.14,0,1.25,0.65,0,1.15,35.28,3.15,1.65,10.49,48.28,5.38,-0.84,42.9,36.12
2,3,"Krusadai","GoM",2008,20.12,6.32,6.24,2.14,0.15,8.15,0,1.45,2.17,0,0.25,32.14,6.31,0.85,13.71,46.74,-1.54,-3.14,48.28,35.28
2,3,"Krusadai","GoM",2009,23.12,5.31,8.24,3.25,0.45,5.21,0,1.23,1.68,0.02,0.54,34.36,4.32,2.14,10.13,48.51,1.77,2.22,46.74,32.14
2,3,"Krusadai","GoM",2010,15.34,3.54,8.14,2.35,0.14,6.14,0,0.96,1.12,0.25,0.84,24.15,7.41,0.85,28.77,37.98,-10.53,-10.21,48.51,34.36
2,3,"Krusadai","GoM",2011,23.14,8.25,8.45,0.64,0,8.32,0.24,2.14,1.52,0.12,0.98,36.14,6.14,2.15,1.77,52.82,14.84,11.99,37.98,24.15
2,3,"Krusadai","GoM",2012,16.35,4.25,6.12,0.89,0,8.14,0.36,0.56,0.45,0.15,0.84,18.12,6.12,2.35,35.3,37.27,-15.55,-18.02,52.82,36.14
2,3,"Krusadai","GoM",2013,18.35,4.63,7.25,2.14,0,6.32,0.36,0.68,2.12,0,0,26.14,2.12,5.13,24.76,41.85,4.58,8.02,37.27,18.12
2,3,"Krusadai","GoM",2014,15.24,5.15,6.25,2.25,0,9.35,0.15,1.57,2.17,0,0.65,23.14,2.15,2.56,29.37,42.13,0.28,-3,41.85,26.14
2,3,"Krusadai","GoM",2015,15.12,5.12,8.14,1.65,0,8.14,0,0.65,1.84,0.02,0.84,30.14,4.31,0.68,23.35,40.68,-1.45,7,42.13,23.14
2,3,"Krusadai","GoM",2016,2.14,2.15,3.12,0.65,0,0.65,3.14,0,0.38,0,0,30.14,4.15,13.25,40.23,12.23,-28.45,0,40.68,30.14
2,3,"Krusadai","GoM",2017,2.24,2.25,3.22,0.74,0,0.65,3.14,0.02,0.38,0,0,28.14,5.45,13.15,40.62,12.64,0.41,-2,12.23,30.14
2,3,"Manoli","GoM",2005,11.36,0.26,8.44,0.36,0,8,0,0.26,5.1,0,0,26.33,4.22,8.25,27.42,33.78,21.14,-1.81,12.64,28.14
2,3,"Manoli","GoM",2007,11.98,0.62,5.8,0.66,0,5.63,0.26,0,4.25,0,2.15,21.15,4.12,5.14,38.24,29.2,-4.58,-5.18,33.78,26.33
2,3,"Manoli","GoM",2008,16.35,0.5,9.56,2.5,0,11.36,0.23,0,3.6,0.39,1.36,38.95,3.25,3.22,8.73,44.49,15.29,17.8,29.2,21.15
2,3,"Manoli","GoM",2009,3.25,0.69,8.59,0,0,8.5,0.9,0.16,6.25,0.2,2.6,27.45,1.5,1.86,38.05,28.54,-15.95,-11.5,44.49,38.95
2,3,"Manoli","GoM",2010,6.89,0.15,9.68,0,0,11.36,0.9,0,2.06,0,1.25,26.35,2.3,5.45,33.61,31.04,2.5,-1.1,28.54,27.45
2,3,"Manoli","GoM",2011,9.62,0.15,5.36,0,0,5.24,0,0,2.11,1.03,2.15,20.15,1.36,5.62,47.21,23.51,-7.53,-6.2,31.04,26.35
2,3,"Manoli","GoM",2012,7.98,1.46,7.55,0.99,0,8.47,0,1.4,1.79,0,1.05,20.48,2.14,7.05,39.64,29.64,6.13,0.33,23.51,20.15
2,3,"Manoli","GoM",2013,11.06,0.96,7.59,1.35,0,11.63,1,0,2.15,0,2.01,22.15,1.25,3.25,35.6,35.74,6.1,1.67,29.64,20.48
2,3,"Manoli","GoM",2014,11.36,0,5.14,2,0,13.25,0,0,2.98,0,2.44,19.36,5.14,2.14,36.19,34.73,-1.01,-2.79,35.74,22.15
2,3,"Manoli","GoM",2015,9.68,0.18,8.7,0,0,9.86,0,0,6.26,1.74,2.98,21.78,1.98,4.2,32.64,36.42,1.69,2.42,34.73,19.36
2,3,"Manoli","GoM",2016,1.06,0.56,0.4,0,0,16.44,2.08,0,0.68,0,1.06,21.15,3.11,5.69,47.77,21.22,-15.2,-0.63,36.42,21.78
2,3,"Manoli","GoM",2017,1.25,0.58,0.42,0.02,0,13.35,1.96,0.26,0.75,0,1.26,21.54,3.56,5.84,49.21,18.59,-2.63,0.39,21.22,21.15
2,3,"Manoliputti","GoM",2005,0,2.11,2.98,0,0,18.62,0,0,0,0,0,8.52,0,16.25,51.52,23.71,5.12,-13.02,18.59,21.54
2,3,"Manoliputti","GoM",2007,0.52,4.15,5.62,0,0,19.22,0.99,0,0,0,0.26,9.68,0.59,19.63,39.34,30.5,6.79,1.16,23.71,8.52
2,3,"Manoliputti","GoM",2008,0.1,3.15,4.11,0,0,11.36,1.06,0,0,0,0.92,7.55,1.05,11.48,59.22,19.78,-10.72,-2.13,30.5,9.68
2,3,"Manoliputti","GoM",2009,0.22,3.11,4.66,0,0,11.25,0.26,0,0.27,0,0.89,11.96,4.15,12.1,51.13,19.77,-0.01,4.41,19.78,7.55
2,3,"Manoliputti","GoM",2010,0.16,1.98,5.06,0,0,12.36,0.22,0,0.09,0,1.25,12.36,3.25,11.06,52.21,19.87,0.1,0.4,19.77,11.96
2,3,"Manoliputti","GoM",2011,0.15,2.11,1.25,0,0,11.25,0.22,0,0,0,0.89,13.25,2.15,18.25,50.48,14.98,-4.89,0.89,19.87,12.36
2,3,"Manoliputti","GoM",2012,0.25,1.69,5.15,0,0,11.36,0.21,0,0,0,1.36,20.25,3.25,11.25,45.23,18.66,3.68,7,14.98,13.25
2,3,"Manoliputti","GoM",2013,1.02,3.15,3.15,0,0,16.25,0.35,0,0.46,0,1.36,19.62,2.4,9.25,42.99,24.38,5.72,-0.63,18.66,20.25
2,3,"Manoliputti","GoM",2014,0.63,2.45,3.65,0,0,14.96,0.25,0,0.23,0,1.05,11.25,3.1,9.5,52.93,22.17,-2.21,-8.37,24.38,19.62
2,3,"Manoliputti","GoM",2015,1.09,2,4.11,0,0,13.69,0.63,0,0.31,0,1.03,20.67,1.89,5.13,49.45,21.83,-0.34,9.42,22.17,11.25
2,3,"Manoliputti","GoM",2016,1.05,0.18,3.04,0,0,9.25,0.36,0,0,0,2.5,25.36,2.15,3.15,52.96,13.88,-7.95,4.69,21.83,20.67
2,3,"Manoliputti","GoM",2017,1.05,0.25,3.25,0,0,9.11,0.4,0.05,0,0,2.4,24.32,3.21,3.84,52.12,14.11,0.23,-1.04,13.88,25.36
2,3,"Mulli","GoM",2005,9.35,1.26,29.35,0,0,2.77,0.46,4.65,0,0.09,0,23.65,4.65,13.65,10.12,47.93,33.82,-0.67,14.11,24.32
2,3,"Mulli","GoM",2007,10.35,0.98,16.32,0.32,0,5.69,0.42,4.69,3.32,0.52,3.05,23.65,4.65,7.65,18.39,42.61,-5.32,0,47.93,23.65
2,3,"Mulli","GoM",2008,11.65,0.69,15.32,0.21,0,5.68,0.74,4.52,1.33,1.36,2.65,23.65,2.36,7.65,22.19,41.5,-1.11,0,42.61,23.65
2,3,"Mulli","GoM",2009,10.35,1.82,12.65,0,0,9.65,0.51,5.68,5.64,0.68,1.69,21.65,2.35,6.56,20.77,46.98,5.48,-2,41.5,23.65
2,3,"Mulli","GoM",2010,11.36,1.82,12.65,0.33,0,8.65,0.69,2.36,1.36,0.25,0.69,25.68,2.4,6.66,25.1,39.47,-7.51,4.03,46.98,21.65
2,3,"Mulli","GoM",2011,9.65,0,12.32,0.34,0,10.39,0,5.27,2.69,0.84,3.31,20.37,2.68,4.23,27.91,41.5,2.03,-5.31,39.47,25.68
2,3,"Mulli","GoM",2012,10.35,1.23,14.35,0.42,0,4.65,0.84,5.23,3.69,0.65,1.36,26.23,1.47,5.12,24.41,41.41,-0.09,5.86,41.5,20.37
2,3,"Mulli","GoM",2013,12.35,0,13.65,0.33,0,9.64,0.39,2.65,4.65,1.22,3.26,20.36,3.26,5.65,22.59,44.88,3.47,-5.87,41.41,26.23
2,3,"Mulli","GoM",2014,10.65,1.23,11.35,0,0,8.98,0.32,4.65,3.69,0.98,1.65,23.65,1.65,1.65,29.55,41.85,-3.03,3.29,44.88,20.36
2,3,"Mulli","GoM",2015,11.26,0.69,10.65,1.03,0,9.65,0.65,3.65,3.26,0.96,1.23,19.65,2.36,4.98,29.98,41.8,-0.05,-4,41.85,23.65
2,3,"Mulli","GoM",2016,5.62,3.26,2.36,1.25,2.36,12.32,8.73,0,0.54,0.98,0.61,34.65,5.68,1.84,19.8,37.42,-4.38,15,41.8,19.65
2,3,"Mulli","GoM",2017,6.98,2.62,2.63,1.3,2.4,12.38,8.74,0,0.6,1.01,0.73,28.17,5.79,2.15,24.5,38.66,1.24,-6.48,37.42,34.65
2,3,"Nallathanni","GoM",2005,0.14,1.05,0,0,0,7.23,0,0,0.59,1.89,0,65.22,0.12,15.12,8.64,10.9,-27.76,37.05,38.66,28.17
2,3,"Nallathanni","GoM",2007,0.72,0.65,0,0.58,0,9.65,2.04,0,1.49,1.35,0,46.82,2.02,4.53,30.15,16.48,5.58,-18.4,10.9,65.22
2,3,"Nallathanni","GoM",2008,0.7,1.05,0,0.87,0,11.23,2.2,0,1.21,1.75,0,58.96,3.26,3.21,15.56,19.01,2.53,12.14,16.48,46.82
2,3,"Nallathanni","GoM",2009,2,1.43,0,1.03,0,13.45,2.39,0,3.16,2.95,0,67.51,2.17,2.45,1.46,26.41,7.4,8.55,19.01,58.96
2,3,"Nallathanni","GoM",2010,0.43,1.02,0,0.35,0,9.02,1.15,0,1.08,1.55,0,64.93,4.25,8.65,7.57,14.6,-11.81,-2.58,26.41,67.51
2,3,"Nallathanni","GoM",2011,0.24,1.04,0,0,0,7.45,1.64,0,2.09,1.73,0,45.12,5.25,9.25,26.19,14.19,-0.41,-19.81,14.6,64.93
2,3,"Nallathanni","GoM",2012,0.86,1.12,0,0.31,0,9.89,1.64,0,1.95,1.74,0,59.21,4.45,5.81,13.02,17.51,3.32,14.09,14.19,45.12
2,3,"Nallathanni","GoM",2013,2.88,1.3,0,0.27,0.18,9.01,1.11,0.22,0.99,1.97,0,49.87,4.32,6.09,21.79,17.93,0.42,-9.34,17.51,59.21
2,3,"Nallathanni","GoM",2014,2.97,0.88,0,0.27,0.32,8.69,1,0.13,1.89,1.09,0,53.21,3.65,4.69,21.21,17.24,-0.69,3.34,17.93,49.87
2,3,"Nallathanni","GoM",2015,0.45,0.84,0,0,0,8.08,1.52,0,2.1,1.98,0,68.12,4.69,5.98,6.24,14.97,-2.27,14.91,17.24,53.21
2,3,"Nallathanni","GoM",2016,1.62,0.64,0,0.62,0.24,0.99,1.52,0.58,0.66,0.45,0,66.01,4.75,2.94,18.98,7.32,-7.65,-2.11,14.97,68.12
2,3,"Nallathanni","GoM",2017,2.54,0.95,0.51,0.65,0.35,1,1.13,0.62,0.68,0.42,0.15,64.52,4.78,2.95,18.75,8.85,1.53,-1.49,7.32,66.01
2,3,"Poomarichan","GoM",2005,0,1.44,2.14,0.24,0.06,11.25,0.51,1.05,3.15,2.11,0,23.21,6.24,16.25,32.35,21.95,13.1,-41.31,8.85,64.52
2,3,"Poomarichan","GoM",2007,1.63,1.49,2.11,0.59,0.11,11.89,0.35,1.42,2.48,2.15,2.44,30.06,7.05,6.24,29.99,24.22,2.27,6.85,21.95,23.21
2,3,"Poomarichan","GoM",2008,1.72,1.52,2.16,0.42,0.03,11.96,0.41,1.92,2.61,2.16,2.68,20.15,5.04,7.25,39.97,24.91,0.69,-9.91,24.22,30.06
2,3,"Poomarichan","GoM",2009,1.06,0.86,2.15,0.48,0.06,16.22,0.25,2.14,2.61,1.06,2.15,24.15,4.15,10.36,32.3,26.89,1.98,4,24.91,20.15
2,3,"Poomarichan","GoM",2010,1.36,1.03,0.96,0.36,0.1,12.49,0.11,0.33,2.11,1.06,2.15,29.63,6.25,9.52,32.54,19.91,-6.98,5.48,26.89,24.15
2,3,"Poomarichan","GoM",2011,0.66,2.36,0.43,0.22,0,15.25,0.52,1.03,2.88,1.22,3.15,24.15,4.25,9.62,34.26,24.57,4.66,-5.48,19.91,29.63
2,3,"Poomarichan","GoM",2012,0.96,2.15,0.11,0.22,0.2,16.25,0.24,1.24,2.96,1.98,2.63,26.35,5.21,9.2,30.3,26.31,1.74,2.2,24.57,24.15
2,3,"Poomarichan","GoM",2013,1.36,2.05,0.03,0.59,0.22,13.25,0.22,0.96,2.66,2.98,2.14,25.16,3.15,9.65,35.58,24.32,-1.99,-1.19,26.31,26.35
2,3,"Poomarichan","GoM",2014,1.35,1.25,0.2,0.25,0.36,11.25,0.22,0.88,2.36,1.9,1.35,22.11,4.21,5.21,47.1,20.02,-4.3,-3.05,24.32,25.16
2,3,"Poomarichan","GoM",2015,1.48,1.35,0.35,1.25,0,13.06,0.22,1.09,1.99,1.36,2.36,24.15,3.25,4.25,43.84,22.15,2.13,2.04,20.02,22.11
2,3,"Poomarichan","GoM",2016,1.06,0.29,0.36,0.9,0.14,9.52,1.63,0,1.25,0.25,1.25,21.25,2.15,16.25,43.7,15.4,-6.75,-2.9,22.15,24.15
2,3,"Poomarichan","GoM",2017,1.08,0.21,0.39,1.25,0.15,9.65,1.64,0.11,1.26,0.25,1.36,21,2.4,15.2,44.05,15.99,0.59,-0.25,15.4,21.25
2,3,"Poovarasanpatti","GoM",2005,2.09,0.4,15.02,0,0,1.82,0,0,0,0,0,23.93,0.53,0.65,55.56,19.33,3.34,2.93,15.99,21
2,3,"Poovarasanpatti","GoM",2007,3.12,3.11,11.32,0,0,7.73,1.72,0,0,0,0,48.91,2.53,1.27,20.29,27,7.67,24.98,19.33,23.93
2,3,"Poovarasanpatti","GoM",2008,3.21,0.78,9.76,0,0,9.06,1.15,0,0.15,0,0,26.94,1.2,1.42,46.33,24.11,-2.89,-21.97,27,48.91
2,3,"Poovarasanpatti","GoM",2009,3.24,1.09,11.29,0,0,9.21,2.14,0,0.67,0,0,21.86,3.49,5.82,41.19,27.64,3.53,-5.08,24.11,26.94
2,3,"Poovarasanpatti","GoM",2010,3.11,1.97,9.76,0,0,6.16,1.04,0,0.28,0,0,21.09,6.98,3.01,46.6,22.32,-5.32,-0.77,27.64,21.86
2,3,"Poovarasanpatti","GoM",2011,1.02,4.07,9.8,0,0,9.12,1.42,0,0,0,0,21.3,2.34,4.56,46.37,25.43,3.11,0.21,22.32,21.09
2,3,"Poovarasanpatti","GoM",2012,2.32,5.63,9.89,0,0,7.77,1.87,0,0,0,0,21.34,2.32,3.78,45.08,27.48,2.05,0.04,25.43,21.3
2,3,"Poovarasanpatti","GoM",2013,3.09,1.98,8.23,0,0,13.42,1.23,0,0,0,0,21.67,5.14,0,45.24,27.95,0.47,0.33,27.48,21.34
2,3,"Poovarasanpatti","GoM",2014,4.31,6.82,9.23,0,0,4.53,2.59,0,0,0,0,27.83,1.42,3.01,40.26,27.48,-0.47,6.16,27.95,21.67
2,3,"Poovarasanpatti","GoM",2015,6.13,2.64,6.34,0,0,9.08,2.31,0,0,0,0,24.23,1.89,1.43,45.95,26.5,-0.98,-3.6,27.48,27.83
2,3,"Poovarasanpatti","GoM",2016,3.54,0,1.23,2.67,0,9.09,0.67,0,1.21,0.21,0.16,10.23,5.14,15.76,50.09,18.62,-7.88,-14,26.5,24.23
2,3,"Poovarasanpatti","GoM",2017,3.84,0.23,1.48,3.21,0.05,9.14,0.85,0.68,0.85,0.23,0.24,15.47,6.25,14.26,43.22,20.56,1.94,5.24,18.62,10.23
2,3,"Pullivasal","GoM",2005,2.34,6.14,10.36,3.14,0.15,12.45,0.25,6.31,3.14,0.58,0,29.14,4.25,8.12,13.63,44.86,24.3,13.67,20.56,15.47
2,3,"Pullivasal","GoM",2007,2.56,5.34,16.47,2.13,0.13,10.35,0.54,4.32,4.32,0.84,0.85,30.17,3.18,7.15,11.65,47,2.14,1.03,44.86,29.14
2,3,"Pullivasal","GoM",2008,2.31,6.24,10.21,0.68,0,14.21,0.65,3.25,3.36,0.84,2.12,25.14,5.14,4.32,21.53,41.75,-5.25,-5.03,47,30.17
2,3,"Pullivasal","GoM",2009,3.06,5.21,12.34,0.95,0,10.32,2.14,3.15,5.24,0.68,1.25,30.31,3.62,3.15,18.58,43.09,1.34,5.17,41.75,25.14
2,3,"Pullivasal","GoM",2010,0.65,3.14,10.12,0,0,3.14,0.35,8.14,2.54,0.35,0.65,25.12,5.14,3.31,37.35,28.43,-14.66,-5.19,43.09,30.31
2,3,"Pullivasal","GoM",2011,2.01,4.15,11.36,0.98,0,6.22,0,2.11,1.36,0,0.96,21.48,4.15,5.33,39.89,28.19,-0.24,-3.64,28.43,25.12
2,3,"Pullivasal","GoM",2012,1.58,4.65,10.14,0.94,0,9.12,0.32,6.45,6.18,0.68,1.25,26.12,3.15,5.21,24.21,40.06,11.87,4.64,28.19,21.48
2,3,"Pullivasal","GoM",2013,2.45,5.14,14.25,0.54,0.36,6.12,0.47,6.14,3.21,0.64,2.12,23.14,3.14,3.25,29.03,39.32,-0.74,-2.98,40.06,26.12
2,3,"Pullivasal","GoM",2014,4.12,4.12,10.15,0.25,0.35,10.12,0.87,4.24,4.21,0.65,1.21,32.12,5.14,3.25,19.2,39.08,-0.24,8.98,39.32,23.14
2,3,"Pullivasal","GoM",2015,4.56,3.24,8.36,0.75,0.65,8.65,0.68,3.14,3.62,0.34,2.14,25.14,2.12,15.24,21.37,33.99,-5.09,-6.98,39.08,32.12
2,3,"Pullivasal","GoM",2016,0,0.85,1.12,0,0.65,18.24,0,0,1.25,0,0,29.14,3.32,8.14,37.29,22.11,-11.88,4,33.99,25.14
2,3,"Pullivasal","GoM",2017,0,0.85,1.12,0,0.65,18.24,0,0,1.45,0,0,27.14,3.42,9.14,37.99,22.31,0.2,-2,22.11,29.14
2,3,"Puluvinichalli","GoM",2005,18.56,0.68,0,0,0,14.68,0,8.97,3.91,5.66,0,46.1,1.25,0,0.19,52.46,30.15,18.96,22.31,27.14
2,3,"Puluvinichalli","GoM",2007,15.32,0.52,0.32,0,0,12.32,0,5.25,3.02,6.7,0,34.56,0,5.23,16.76,43.45,-9.01,-11.54,52.46,46.1
2,3,"Puluvinichalli","GoM",2008,26.22,1.25,1.25,0.11,0,2.32,0,0.05,1.56,0.82,1.2,46.32,3.13,5.23,10.54,33.58,-9.87,11.76,43.45,34.56
2,3,"Puluvinichalli","GoM",2009,22.15,1.25,0.36,0.58,0,15.24,0,6.32,2.52,3.25,1.54,25.65,2.58,6.54,12.02,51.67,18.09,-20.67,33.58,46.32
2,3,"Puluvinichalli","GoM",2010,20.32,0.58,0.58,0,0,15.32,0,3.25,2.36,2.25,0,22.36,4.21,15.32,13.45,44.66,-7.01,-3.29,51.67,25.65
2,3,"Puluvinichalli","GoM",2011,22.21,1.52,0.32,0.53,0,27.23,0,4.25,1.25,2.14,3.25,22.32,0,1.25,13.73,59.45,14.79,-0.04,44.66,22.36
2,3,"Puluvinichalli","GoM",2012,2.21,0.52,0,0,0,10.25,0,0,0,1.33,3.25,5.32,1.25,9.17,66.7,14.31,-45.14,-17,59.45,22.32
2,3,"Puluvinichalli","GoM",2013,26.32,0.85,0.55,0.32,0,15.21,0,2.21,2.5,3.45,1.25,15.21,2.21,5.21,24.71,51.41,37.1,9.89,14.31,5.32
2,3,"Puluvinichalli","GoM",2014,23.25,2.32,1.25,0.25,0,15.24,0,2.32,1.26,2.32,5.21,25.32,1.25,3.52,16.49,48.21,-3.2,10.11,51.41,15.21
2,3,"Puluvinichalli","GoM",2015,22.65,1.54,1.65,2.02,0,23.65,0,2.65,2.84,2.5,5.41,25.32,2.65,2.65,4.47,59.5,11.29,0,48.21,25.32
2,3,"Puluvinichalli","GoM",2016,15.21,3.25,3.56,0,0,15.65,2.22,1.56,1.56,1.25,3.25,35.32,4.25,10.32,2.6,44.26,-15.24,10,59.5,25.32
2,3,"Puluvinichalli","GoM",2017,16.21,4.12,3.89,0.02,0.25,15.5,2.35,1.62,1.5,0.65,3.2,19.65,5.32,16,9.72,46.11,1.85,-15.67,44.26,35.32
2,3,"Shingle","GoM",2005,16.14,2.26,15.25,3.15,0,4.26,0.08,4.36,0,0,0,26.34,10.26,0.02,17.88,45.5,-0.61,6.69,46.11,19.65
2,3,"Shingle","GoM",2007,12.14,6.14,6.14,2.34,1.15,2.45,3.65,2.25,0.84,0,1.25,34.35,2.17,2.15,22.98,37.1,-8.4,8.01,45.5,26.34
2,3,"Shingle","GoM",2008,8.36,9.16,6.14,3.48,2.36,6.32,2.58,2.45,0.84,0,1.26,30.48,1.36,5.14,20.07,41.69,4.59,-3.87,37.1,34.35
2,3,"Shingle","GoM",2009,16.14,6.17,5.15,4.23,2.35,3.14,2.34,2.45,0.45,0.35,4.25,28.17,1.36,4.65,18.8,42.77,1.08,-2.31,41.69,30.48
2,3,"Shingle","GoM",2010,9.14,5.46,3.14,6.14,0,0.58,2.47,3.45,0,0.15,1.25,25.14,2.14,2.14,38.8,30.53,-12.24,-3.03,42.77,28.17
2,3,"Shingle","GoM",2011,15.45,9.14,6.14,6.14,1.25,3.14,4.58,4.15,0.84,0.25,3.17,32.74,2.15,5.25,5.61,51.08,20.55,7.6,30.53,25.14
2,3,"Shingle","GoM",2012,10.35,5.14,0,4.32,0.12,4.25,2.12,4.12,0,0.12,4.12,30.12,3.14,3.12,28.96,30.54,-20.54,-2.62,51.08,32.74
2,3,"Shingle","GoM",2013,10.24,5.25,8.17,7.24,2.45,7.15,2.24,2.15,0.25,0.21,4.31,22.15,4.24,2.12,21.83,45.35,14.81,-7.97,30.54,30.12
2,3,"Shingle","GoM",2014,15.23,7.15,8.12,6.25,3.45,5.14,3.14,0,0.32,0.29,3.25,32.15,2.11,3.25,10.15,49.09,3.74,10,45.35,22.15
2,3,"Shingle","GoM",2015,15.14,10.12,7.12,6.14,3.14,6.12,1.25,3.26,1.44,0.35,5.27,27.35,3.18,3.15,6.97,54.08,4.99,-4.8,49.09,32.15
2,3,"Shingle","GoM",2016,0.56,0,0,0.85,0.24,5.12,0.18,0,0.21,0.11,0,45.35,8.14,3.13,36.11,7.27,-46.81,18,54.08,27.35
2,3,"Shingle","GoM",2017,1.02,0,0,0.91,0.27,5.2,0.23,0.44,0.24,0.1,0,43.66,8.8,3.11,36.02,8.41,1.14,-1.69,7.27,45.35
2,3,"Thalaiyari","GoM",2005,6.59,1.03,5.65,2.68,0.33,23.65,1.23,0,0.84,0.84,0,31.03,1.98,2.36,21.79,42.84,34.43,-12.63,8.41,43.66
2,3,"Thalaiyari","GoM",2007,12.36,0.65,5.69,2.89,0.33,35.06,0.68,0,0,0.58,2.39,15.65,2.36,5.36,16,58.24,15.4,-15.38,42.84,31.03
2,3,"Thalaiyari","GoM",2008,3.69,2.66,2.69,2.48,0,21.56,0.98,0.1,0.36,1.23,2.36,33.69,2.36,3.69,22.15,35.75,-22.49,18.04,58.24,15.65
2,3,"Thalaiyari","GoM",2009,3.69,2.95,7.65,3.36,0.15,36.23,0,0.12,0.36,0.36,0.35,24.36,4.65,3.99,11.78,54.87,19.12,-9.33,35.75,33.69
2,3,"Thalaiyari","GoM",2010,5.62,3.26,3.23,6.95,0.23,22.36,1.36,0.06,0.61,0,1.23,30.65,2.95,3.95,17.54,43.68,-11.19,6.29,54.87,24.36
2,3,"Thalaiyari","GoM",2011,7.65,3.65,0,2.98,0.33,22.65,0,0,0,0.84,0,26.32,2.35,6.2,27.03,38.1,-5.58,-4.33,43.68,30.65
2,3,"Thalaiyari","GoM",2012,9.65,3.14,6.32,2.12,0.26,22.54,1.23,0.03,0.54,0.11,0.95,15.62,1.21,2.65,33.63,45.94,7.84,-10.7,38.1,26.32
2,3,"Thalaiyari","GoM",2013,5.44,1.95,2.65,3.33,0.03,29.35,1.36,0.14,0.89,0.3,2.55,22.03,3.23,3.56,23.19,45.44,-0.5,6.41,45.94,15.62
2,3,"Thalaiyari","GoM",2014,7.46,1.95,2.48,3.95,0.22,23.84,1.48,0,0.48,0.01,2.36,30.56,2.22,4.25,18.74,41.87,-3.57,8.53,45.44,22.03
2,3,"Thalaiyari","GoM",2015,9.65,2.84,4.25,0,0.48,29.35,2.55,0.54,0.98,0.22,3.91,30.44,2.95,7.12,4.72,50.86,8.99,-0.12,41.87,30.56
2,3,"Thalaiyari","GoM",2016,0,0.3,1.96,0,2.36,7.65,2.27,0,2.36,0,0,30.36,3.33,13.43,35.98,16.9,-33.96,-0.08,50.86,30.44
2,3,"Thalaiyari","GoM",2017,0.52,0.52,2.32,0.15,2.38,7.64,2.25,0,2.5,0,0.25,27.63,3.34,13.4,37.1,18.28,1.38,-2.73,16.9,30.36
2,3,"Upputhanni","GoM",2005,2.14,2.25,0,0,0,16.14,0,2.31,0,5.12,0,36.14,1.65,3.12,31.13,27.96,9.68,8.51,18.28,27.63
2,3,"Upputhanni","GoM",2007,6.32,2.15,0,0,0,15.18,0,6.12,0.65,6.32,2.12,40.21,3.14,3.65,14.14,36.74,8.78,4.07,27.96,36.14
2,3,"Upputhanni","GoM",2008,5.35,2.12,0,0,0,16.14,1.35,3.65,0.32,3.21,2.12,28.14,2.25,2.12,33.23,32.14,-4.6,-12.07,36.74,40.21
2,3,"Upputhanni","GoM",2009,4.23,4.12,0,0.35,0,10.21,0.84,6.14,0.41,5.12,2.12,18.25,0.54,6.21,41.46,31.42,-0.72,-9.89,32.14,28.14
2,3,"Upputhanni","GoM",2010,4.5,1.06,0,0,0,9.89,0.63,4.36,0,4.98,1.06,20.05,1.36,11.06,41.05,25.42,-6,1.8,31.42,18.25
2,3,"Upputhanni","GoM",2011,2.24,1,0,0,0,9.89,0.63,1.98,0.25,4.14,0.78,35.64,1.45,4.12,37.88,20.13,-5.29,15.59,25.42,20.05
2,3,"Upputhanni","GoM",2012,2.24,1.25,0,0.12,0,10.02,0.22,2.36,0.18,4.12,0.86,31.45,1,4.03,42.15,20.51,0.38,-4.19,20.13,35.64
2,3,"Upputhanni","GoM",2013,5.12,3.14,0,0.32,0,16.14,0.85,2.14,0,6.12,1.21,42.17,2.14,4.12,16.53,33.83,13.32,10.72,20.51,31.45
2,3,"Upputhanni","GoM",2014,7.34,2.84,0,0,0,16.34,0,2.47,0.34,3.52,1.84,28.34,3.49,5.91,27.57,32.85,-0.98,-13.83,33.83,42.17
2,3,"Upputhanni","GoM",2015,6.43,3.71,1.54,0.39,0,16.24,1.83,6.18,0.29,3.76,1.75,36.19,3.47,4.19,14.03,40.37,7.52,7.85,32.85,28.34
2,3,"Upputhanni","GoM",2016,9.34,1.56,1.34,1.24,2.36,12.54,0,1.81,0.53,3.54,0.83,56.31,2.86,4.92,0.82,34.26,-6.11,20.12,40.37,36.19
